----  ----------  ---------  ---------  -----------  -----------  --------  -----------  -----------  -----------  --------  -----------  --------
      node_0      node_1     node_2     node_3       node_4       node_5    node_6       node_7       node_8       node_9    node_fake    P(t)
----  ----------  ---------  ---------  -----------  -----------  --------  -----------  -----------  -----------  --------  -----------  --------
t=55  0.00198606  0.022054   0.0917823  0.000119448  0.00029862   0.305941  0.00063971   0.000238896  0.000215006  0.509902  1            0.933177
t=56  0.00198606  0.022054   0.0917823  0.000119448  0.00029862   0.305941  0.00063971   0.000238896  0.000215006  0.509902  1            0.933177
t=57  0.00198606  0.022054   0.0917823  0.000119448  0.00029862   0.305941  0.00063971   0.000238896  0.000215006  0.509902  1            0.933177
t=58  0.00198606  0.022054   0.0917823  0.000119448  0.00029862   0.305941  0.00063971   0.000238896  0.000215006  0.509902  1            0.933177
t=59  0.00198606  0.022054   0.0917823  0.000119448  0.00029862   0.305941  0.00063971   0.000238896  0.000215006  0.509902  1            0.933177
t=60  0.00198606  0.022054   0.0917823  0.000119448  0.00029862   0.305941  0.00063971   0.000238896  0.000215006  0.509902  1            0.933177
t=61  0.00198606  0.022054   0.0917823  0.000119448  0.00029862   0.305941  0.00063971   0.000238896  0.000215006  0.509902  1            0.933177
t=62  0.00198606  0.022054   0.0917823  0.000119448  0.00029862   0.305941  0.00063971   0.000238896  0.000215006  0.509902  1            0.933177
t=63  0.00198606  0.022054   0.0917823  0.000119448  0.00029862   0.305941  0.00063971   0.000238896  0.000215006  0.509902  1            0.933177
t=64  0.00198606  0.022054   0.0917823  0.000119448  0.00029862   0.305941  0.00063971   0.000238896  0.000215006  0.509902  1            0.933177
t=65  0.00198606  0.022054   0.0917823  0.000119448  0.00029862   0.305941  0.00063971   0.000238896  0.000215006  0.509902  1            0.933177
t=66  0.00198606  0.022054   0.0917823  0.000119448  0.00029862   0.305941  0.00063971   0.000238896  0.000215006  0.509902  1            0.933177
t=67  0.00198606  0.022054   0.0917823  0.000119448  0.00029862   0.305941  0.00063971   0.000238896  0.000215006  0.509902  1            0.933177
t=68  0.00198606  0.022054   0.0917823  0.000119448  0.00029862   0.305941  0.00063971   0.000238896  0.000215006  0.509902  1            0.933177
t=69  0.00198606  0.022054   0.0917823  0.000119448  0.00029862   0.305941  0.00063971   0.000238896  0.000215006  0.509902  1            0.933177
t=70  0.00198606  0.022054   0.0917823  0.000119448  0.00029862   0.305941  0.00063971   0.000238896  0.000215006  0.509902  1            0.933177
t=71  0.00198606  0.022054   0.0917823  0.000119448  0.00029862   0.305941  0.00063971   0.000238896  0.000215006  0.509902  1            0.933177
t=72  0.00198606  0.022054   0.0917823  0.000119448  0.00029862   0.305941  0.00063971   0.000238896  0.000215006  0.509902  1            0.933177
t=73  0.00198606  0.022054   0.0917823  0.000119448  0.00029862   0.305941  0.00063971   0.000238896  0.000215006  0.509902  1            0.933177
t=74  0.00198606  0.022054   0.0917823  0.000119448  0.00029862   0.305941  0.00063971   0.000238896  0.000215006  0.509902  1            0.933177
t=75  0.00198606  0.022054   0.0917823  0.000119448  0.00029862   0.305941  0.00063971   0.000238896  0.000215006  0.509902  1            0.933177
t=76  0.00198606  0.022054   0.0917823  0.000119448  0.00029862   0.305941  0.00063971   0.000238896  0.000215006  0.509902  1            0.933177
t=77  0.00198606  0.022054   0.0917823  0.000119448  0.00029862   0.305941  0.00063971   0.000238896  0.000215006  0.509902  1            0.933177
t=78  0.00198606  0.022054   0.0917823  0.000119448  0.00029862   0.305941  0.00063971   0.000238896  0.000215006  0.509902  1            0.933177
t=79  0.00198606  0.022054   0.0917823  0.000119448  0.00029862   0.305941  0.00063971   0.000238896  0.000215006  0.509902  1            0.933177
t=80  0.00198606  0.022054   0.0917823  0.000119448  0.00029862   0.305941  0.00063971   0.000238896  0.000215006  0.509902  1            0.933177
t=81  0.00198606  0.022054   0.0917823  0.000119448  0.00029862   0.305941  0.00063971   0.000238896  0.000215006  0.509902  1            0.933177
t=82  0.00198606  0.022054   0.0917823  0.000119448  0.00029862   0.305941  0.00063971   0.000238896  0.000215006  0.509902  1            0.933177
t=83  0.00198606  0.022054   0.0917823  0.000119448  0.00029862   0.305941  0.00063971   0.000238896  0.000215006  0.509902  1            0.933177
t=84  0.00198606  0.022054   0.0917823  0.000119448  0.00029862   0.305941  0.00063971   0.000238896  0.000215006  0.509902  1            0.933177
t=85  0.00198606  0.022054   0.0917823  0.000119448  0.00029862   0.305941  0.00063971   0.000238896  0.000215006  0.509902  1            0.933177
t=86  0.00198606  0.022054   0.0917823  0.000119448  0.00029862   0.305941  0.00063971   0.000238896  0.000215006  0.509902  1            0.933177
t=87  0.00198606  0.022054   0.0917823  0.000119448  0.00029862   0.305941  0.00063971   0.000238896  0.000215006  0.509902  1            0.933177
t=88  0.00198606  0.022054   0.0917823  0.000119448  0.00029862   0.305941  0.00063971   0.000238896  0.000215006  0.509902  1            0.933177
t=89  0.00198606  0.022054   0.0917823  0.000119448  0.00029862   0.305941  0.00063971   0.000238896  0.000215006  0.509902  1            0.933177
t=90  0.00198606  0.022054   0.0917823  0.000119448  0.00029862   0.305941  0.00063971   0.000238896  0.000215006  0.509902  1            0.933177
t=91  0.00198606  0.022054   0.0917823  0.000119448  0.00029862   0.305941  0.00063971   0.000238896  0.000215006  0.509902  1            0.933177
t=92  0.00198606  0.022054   0.0917823  0.000119448  0.00029862   0.305941  0.00063971   0.000238896  0.000215006  0.509902  1            0.933177
t=93  0.00198606  0.022054   0.0917823  0.000119448  0.00029862   0.305941  0.00063971   0.000238896  0.000215006  0.509902  1            0.933177
t=94  0.00198606  0.022054   0.0917823  0.000119448  0.00029862   0.305941  0.00063971   0.000238896  0.000215006  0.509902  1            0.933177
t=95  0.00198606  0.022054   0.0917823  0.000119448  0.00029862   0.305941  0.00063971   0.000238896  0.000215006  0.509902  1            0.933177
t=96  0.00198606  0.022054   0.0917823  0.000119448  0.00029862   0.305941  0.00063971   0.000238896  0.000215006  0.509902  1            0.933177
t=97  0.00198606  0.022054   0.0917823  0.000119448  0.00029862   0.305941  0.00063971   0.000238896  0.000215006  0.509902  1            0.933177
t=98  0.00198606  0.022054   0.0917823  0.000119448  0.00029862   0.305941  0.00063971   0.000238896  0.000215006  0.509902  1            0.933177
t=99  0.00198606  0.022054   0.0917823  0.000119448  0.00029862   0.305941  0.00063971   0.000238896  0.000215006  0.509902  1            0.933177
----  ----------  ---------  ---------  -----------  -----------  --------  -----------  -----------  -----------  --------  -----------  --------
